ENTITETI;LIGA;UTAKMICA;EKIPA;PN1;PN2;VN1;VN2;IN1;IN2;BD;TN;VZA;IU
1469;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;3;16;OT;POBJEDA
1470;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;3;22;OT;PORAZ
1471;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;8;22;BOT;POBJEDA
1472;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;15;LIPK;PORAZ
1473;EURO;PAN-MAC;Maccabi;UL;UL-BL-PN;ON;ON;POZ;POZ-IOP-1/2-ZU;1;1;OA;PORAZ
1474;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;14;LIPK;POBJEDA
1475;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PN;ON;ON;NEU;NEU-IOP-NN;3;7;BIBL;POBJEDA
1476;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PN;ON;ON;POZ;POZ-IOP-1/2-ZU;2;7;OA;POBJEDA
1477;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;10;P&R;PORAZ
1478;EURO;PAN-MAC;Panathinaicos;OL;OL-UL;PN;PN-CC;NEU;NEU-NS3-ZPL;4;15;P&R;POBJEDA
1479;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PN;ON;ON;POZ;POZ-US2;2;2;OT;POBJEDA
1480;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;18;LIPK;PORAZ
1481;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;3;13;LIPK;POBJEDA
1482;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;7;23;BOT;PORAZ
1483;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;6;24;OT;POBJEDA
1484;EURO;PAN-MAC;Maccabi;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;6;23;BOT;PORAZ
1485;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;4;18;BOT;POBJEDA
1486;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;ON;ON;NEU;NEU-ZC;2;11;OA;PORAZ
1487;EURO;PAN-MAC;Maccabi;UL;UL-BL-SI;PN;PN-CC;NEU;NEU-IOP-NN;1;10;OA;PORAZ
1488;EURO;PAN-MAC;Maccabi;UL;UL-CL-PN;ON;ON;POZ;POZ-US2;1;1;OT;PORAZ
1489;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;18;P&R;POBJEDA
1490;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-IPL-LS;5;8;OA;POBJEDA
1491;EURO;PAN-MAC;Maccabi;UL;UL-BL-PO;TN;TN-R;POZ;POZ-US2;5;10;OT;PORAZ
1492;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;TN;TN-S;POZ;POZ-US3;2;5;TRA;POBJEDA
1493;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;10;LIPK;PORAZ
1494;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;2;18;LIPK;POBJEDA
1495;EURO;PAN-MAC;Panathinaicos;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2;6;19;BOT;POBJEDA
1496;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;17;LEPK;PORAZ
1497;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-2/2;3;14;LIPK;POBJEDA
1498;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;13;LEPK;PORAZ
1499;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-ZO;NEG;NEG-NS3-IPL;3;12;BOT;POBJEDA
1500;EURO;PAN-MAC;Maccabi;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;2;7;LEPK;PORAZ
1501;EURO;PAN-MAC;Maccabi;UL;UL-BL-PN;ON;ON;POZ;POZ-US2;1;1;OA;PORAZ
1502;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-ZO;NEU;NEU-NS3-ZPL;3;19;LIPK;POBJEDA
1503;EURO;PAN-MAC;Panathinaicos;OL;OL-SN-SI;PN;PN-ZO;NEU;NEU-IOP-NN;3;15;LIPK;POBJEDA
1504;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PN;PN;PN-ZO;NEG;NEG-IPL-LI;3;9;LIPK;POBJEDA
1505;EURO;PAN-MAC;Maccabi;OL;OL-UL;TN;TN-P;NEG;NEG-IPL-LS;1;4;TRA;PORAZ
1506;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PO;TN;TN-R;POZ;POZ-US2;2;7;BOT;POBJEDA
1507;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LI;1;9;OA;PORAZ
1508;EURO;PAN-MAC;Panathinaicos;OL;OL-UL;ON;ON;NEU;NEU-IOP-NN;0;1;OA;POBJEDA
1509;EURO;PAN-MAC;Panathinaicos;UL;UL-BL-PO;PN;PN-ZO;NEU;NEU-NS2-ZPL;4;11;OT;POBJEDA
1510;EURO;PAN-MAC;Panathinaicos;OL;OL-SN-SI;ON;ON;NEG;NEG-NS2-IPL;0;1;SSN;POBJEDA
1511;EURO;PAN-MAC;Maccabi;OL;OL-SO-SI;TN;TN-S;NEU;NEU-IOP-NN;0;4;TRA;PORAZ
1512;EURO;PAN-MAC;Maccabi;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;2;12;LIPK;PORAZ
1513;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;12;P&R;POBJEDA
1514;EURO;PAN-MAC;Maccabi;OL;OL-SO-SI;TN;TN-P;NEU;NEU-IOP-NN;1;4;TRA;PORAZ
1515;EURO;PAN-MAC;Maccabi;UL;UL-CL-PN;ON;ON;NEU;NEU-IOP-NN;1;2;OT;PORAZ
1516;EURO;PAN-MAC;Maccabi;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US2-US-SL;1;1;BIBL;PORAZ
1517;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;TN;TN-P;NEU;NEU-IOP-0/2-ZPL;3;8;TRA;POBJEDA
1518;EURO;PAN-MAC;Panathinaicos;OL;OL-SN-SL;PN;PN-CC;POZ;POZ-US2;2;14;LEPK;POBJEDA
1519;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;15;LIPK;PORAZ
1520;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;1;19;LIPK;POBJEDA
1521;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;5;16;LIPK;PORAZ
1522;EURO;PAN-MAC;Maccabi;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-1/2-ZN-ZPL;0;1;OA;PORAZ
1523;EURO;PAN-MAC;Maccabi;OL;OL-SN-SL;ON;ON;NEG;NEG-NS2-IPL;0;1;SSN;PORAZ
1524;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;ON;ON;NEG;NEG-IOP-0/2-IPL;0;2;OA;POBJEDA
1525;EURO;PAN-MAC;Maccabi;OL;OL-SO-SL;TN;TN-S;NEG;NEG-NS3-IPL;1;9;TRA;PORAZ
1526;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;21;LEPK;POBJEDA
1527;EURO;PAN-MAC;Maccabi;OL;OL-SO-SI;TN;TN-R;NEG;NEG-IOP-0/2-IPL;1;6;LIPK;PORAZ
1528;EURO;PAN-MAC;Panathinaicos;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;POBJEDA
1529;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;2;8;UR;PORAZ
1530;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LI;2;3;OA;POBJEDA
1531;EURO;PAN-MAC;Maccabi;OL;OL-UL;ON;ON;POZ;POZ-IOP-1/2-ZU;0;1;OA;PORAZ
1532;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LS;3;6;OA;POBJEDA
1533;EURO;PAN-MAC;Maccabi;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;2;9;LIPK;PORAZ
1534;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;ON;ON;NEU;NEU-OS-NN;3;8;OA;POBJEDA
1535;EURO;PAN-MAC;Maccabi;UL;UL-BL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;2;9;BOT;PORAZ
1536;EURO;PAN-MAC;Maccabi;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
1537;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-US2;6;17;LEPK;POBJEDA
1538;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;TN;TN-R;NEG;NEG-IPL-LI;2;7;OA;PORAZ
1539;EURO;PAN-MAC;Panathinaicos;OL;OL-UL;ON;ON;POZ;POZ-IOP-2/2;0;1;TRA;POBJEDA
1540;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;1;8;LIPK;PORAZ
1541;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;6;12;OA;POBJEDA
1542;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;TN;TN-P;POZ;POZ-IOP-2/2;2;3;TRA;PORAZ
1543;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;ON;ON;NEG;NEG-IOP-0/2-IPL;1;2;OA;POBJEDA
1544;EURO;PAN-MAC;Maccabi;OL;OL-SO-SL;TN;TN-R;POZ;POZ-US2;1;7;OT;PORAZ
1545;EURO;PAN-MAC;Panathinaicos;UL;UL-CL-PO;ON;ON;POZ;POZ-IOP-2/2;3;7;OA;POBJEDA
1546;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;TN;TN-S;NEG;NEG-NS3-IPL;2;6;TRA;PORAZ
1547;EURO;PAN-MAC;Panathinaicos;OL;OL-SO-SI;ON;ON;POZ;POZ-IOP-2/2;0;1;OA;POBJEDA
1548;EURO;PAN-MAC;Maccabi;UL;UL-CL-PO;ON;ON;NEU;NEU-ZC;1;4;OA;PORAZ
1549;EURO;PAN-MON;Panathinaicos;OL;OL-PL;ON;ON;NEU;NEU-IOP-NN;0;4;OA;POBJEDA
1550;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-IPL-LI;2;6;P&R;POBJEDA
1551;EURO;PAN-MON;Montepaschi Siena;OL;OL-UL;TN;TN-P;POZ;POZ-US2;1;5;TRA;PORAZ
1552;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;4;21;OA;POBJEDA
1553;EURO;PAN-MON;Montepaschi Siena;OL;OL-UL;ON;ON;NEG;NEG-IPL-LI;0;1;OA;PORAZ
1554;EURO;PAN-MON;Panathinaicos;OL;OL-UL;TN;TN-R;NEG;NEG-IPL-LI;4;8;BOT;POBJEDA
1555;EURO;PAN-MON;Montepaschi Siena;OL;OL-UL;TN;TN-P;NEG;NEG-IPL-LI;1;3;TRA;PORAZ
1556;EURO;PAN-MON;Panathinaicos;OL;OL-UL;TN;TN-P;POZ;POZ-US2;2;3;TRA;POBJEDA
1557;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;5;19;LEPK;PORAZ
1558;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-2/2;0;1;OA;PORAZ
1559;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;TN;TN-S;POZ;POZ-US2;3;7;TRA;POBJEDA
1560;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;18;BOT;PORAZ
1561;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;2;12;LEPK;POBJEDA
1562;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PN;ON;ON;NEG;NEG-IPL-LS;1;2;OA;POBJEDA
1563;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PO;PN;PN-CC;NEU;NEU-IOP-NN;6;17;LIPK;PORAZ
1564;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PN;ON;ON;POZ;POZ-US3;2;3;BOT;PORAZ
1565;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;6;22;BOT;POBJEDA
1566;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;2;12;P&R;PORAZ
1567;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
1568;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;3;11;OA;POBJEDA
1569;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;14;LEPK;PORAZ
1570;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS2-IPL;2;7;TRA;POBJEDA
1571;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;TN;TN-S;NEU;NEU-IOP-NN;2;5;TRA;PORAZ
1572;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-IOP-NN;4;11;LEPK;PORAZ
1573;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;2;8;LEPK;PORAZ
1574;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
1575;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;5;17;BOT;POBJEDA
1576;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;16;P&R;PORAZ
1577;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;1;9;OA;POBJEDA
1578;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;5;15;BOT;POBJEDA
1579;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;4;21;LEPK;PORAZ
1580;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;17;BOT;POBJEDA
1581;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;3;12;OT;PORAZ
1582;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;NEU;NEU-NS3-ZPL;3;4;BOT;PORAZ
1583;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US2;5;21;LIPK;PORAZ
1584;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;2;12;BOT;POBJEDA
1585;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;20;LIPK;PORAZ
1586;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;13;P&R;POBJEDA
1587;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-IPL-LS;6;20;OT;PORAZ
1588;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;7;OA;POBJEDA
1589;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;20;LIPK;PORAZ
1590;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-IOP-0/2-ZPL;6;15;OA;PORAZ
1591;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SL;PN;PN-CC;POZ;POZ-US2;4;11;BOT;PORAZ
1592;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;5;OA;POBJEDA
1593;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;21;OT;PORAZ
1594;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;TN;TN-R;POZ;POZ-IOP-2/2;1;9;P&R;POBJEDA
1595;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LS;5;14;OA;PORAZ
1596;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;2;5;P&R;POBJEDA
1597;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;ON;ON;POZ;POZ-US2;1;4;TRA;PORAZ
1598;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-SI;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-ZPL;9;18;BOT;PORAZ
1599;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-IOP-NN;2;16;P&R;PORAZ
1600;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;3;8;LIPK;PORAZ
1601;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;4;17;P&R;POBJEDA
1602;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;3;8;BIBL;PORAZ
1603;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-IPL-LI;6;9;OA;PORAZ
1604;EURO;PAN-MON;Panathinaicos;OL;OL-UL;TN;TN-P;NEG;NEG-NS2-IPL;1;5;TRA;POBJEDA
1605;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;TN;TN-P;NEG;NEG-NS2-IPL;3;6;TRA;PORAZ
1606;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;4;12;BOT;POBJEDA
1607;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;5;16;OT;PORAZ
1608;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-2/2;0;1;OA;PORAZ
1609;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;14;P&R;POBJEDA
1610;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;ON;ON;POZ;POZ-INOP-2/2;0;0;OA;PORAZ
1611;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LS;5;13;LEPK;PORAZ
1612;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;10;OA;POBJEDA
1613;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-IOP-2/2;3;17;OT;POBJEDA
1614;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;4;8;OA;PORAZ
1615;EURO;PAN-MON;Panathinaicos;OL;OL-UL;TN;TN-S;NEG;NEG-NS3-IPL;1;7;TRA;POBJEDA
1616;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;ON;ON;POZ;POZ-IOP-1/2-ZN-IPL;0;1;OA;PORAZ
1617;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-NS2-IPL;4;17;OT;POBJEDA
1618;EURO;PAN-MON;Montepaschi Siena;OL;OL-UL;TN;TN-P;NEG;NEG-NS2-IPL;1;4;TRA;PORAZ
1619;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-S;NEU;NEU-IOP-NN;1;4;TRA;POBJEDA
1620;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PN;ON;ON;NEU;NEU-IOP-NN;1;1;OA;POBJEDA
1621;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;3;14;BOT;POBJEDA
1622;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LS;7;24;P&R;PORAZ
1623;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;4;14;BOT;POBJEDA
1624;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;TN;TN-S;NEU;NEU-NS2-ZPL;2;7;TRA;PORAZ
1625;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-IPL-LS;5;16;UR;PORAZ
1626;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;3;13;BOT;POBJEDA
1627;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;16;LIPK;PORAZ
1628;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;16;BOT;POBJEDA
1629;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-ZO;NEU;NEU-NS2-ZPL;7;19;BOT;PORAZ
1630;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;NEU;NEU-NS2-ZPL;0;1;OA;PORAZ
1631;EURO;PAN-MON;Montepaschi Siena;OL;OL-SN-SI;ON;ON;NEG;NEG-NS2-IPL;0;1;OA;PORAZ
1632;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2-NE-SL-ZPL;2;9;OT;POBJEDA
1633;EURO;PAN-MON;Panathinaicos;OL;OL-SN-SL;PN;PN-CC;NEG;NEG-NS2-IPL;4;14;BOT;POBJEDA
1634;EURO;PAN-MON;Montepaschi Siena;OL;OL-UL;PN;PN-CC;NEG;NEG-NS3-IPL;3;11;P&P;PORAZ
1635;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US3;3;7;TRA;POBJEDA
1636;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;ON;ON;POZ;POZ-US2;1;4;OA;PORAZ
1637;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;3;14;BOT;POBJEDA
1638;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;20;LIPK;PORAZ
1639;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;TN;TN-S;NEG;NEG-NS3-IPL;3;11;TRA;POBJEDA
1640;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PO;TN;TN-R;NEG;NEG-NS2-IPL;14;22;P&R;PORAZ
1641;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-R;POZ;POZ-IOP-1/2-ZN-ZPL;1;8;P&R;POBJEDA
1642;EURO;PAN-MON;Panathinaicos;OL;OL-SN-SL;ON;ON;POZ;POZ-US2;2;6;OT;POBJEDA
1643;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;4;14;P&R;PORAZ
1644;EURO;PAN-MON;Panathinaicos;OL;OL-UL;ON;ON;POZ;POZ-IOP-1/2-ZU;0;1;OA;POBJEDA
1645;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;13;OT;PORAZ
1646;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;18;BOT;POBJEDA
1647;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-NS2-IPL;1;16;LIPK;PORAZ
1648;EURO;PAN-MON;Panathinaicos;UL;UL-BL-SI;PN;PN-CC;NEG;NEG-NS3-IPL;7;22;BOT;POBJEDA
1649;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;6;15;OT;PORAZ
1650;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;4;14;BOT;POBJEDA
1651;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;16;BOT;PORAZ
1652;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS3-IPL;3;8;BOT;POBJEDA
1653;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LI;4;14;LIPK;PORAZ
1654;EURO;PAN-MON;Panathinaicos;OL;OL-UL;PN;PN-CC;NEG;NEG-NS2-IPL;4;17;LEPK;POBJEDA
1655;EURO;PAN-MON;Montepaschi Siena;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;4;14;LEPK;PORAZ
1656;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;9;P&R;POBJEDA
1657;EURO;PAN-MON;Panathinaicos;UL;UL-BL-PO;ON;ON;NEU;NEU-IOP-NN;1;2;OA;POBJEDA
1658;EURO;PAN-MON;Panathinaicos;UL;UL-CL-PN;ON;ON;NEG;NEG-OPN;1;2;BIBL;POBJEDA
1659;EURO;PAN-MON;Montepaschi Siena;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;8;22;BIBL;PORAZ
1660;EURO;PAN-MON;Panathinaicos;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;3;10;OT;POBJEDA
1661;EURO;PAN-MON;Montepaschi Siena;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;4;13;OA;PORAZ
